Entry,Protein names,EC number,Length,length,freq_A,freq_C,freq_D,freq_E,freq_F,freq_G,freq_H,freq_I,freq_K,freq_L,freq_M,freq_N,freq_P,freq_Q,freq_R,freq_S,freq_T,freq_V,freq_W,freq_Y,frac_hydrophobic,frac_hydrophilic,frac_charged,frac_polar,frac_special,molecular_weight,aromaticity,instability_index,isoelectric_point,gravy,flexibility_mean,helix_fraction,turn_fraction,sheet_fraction
Q97D82,Reverse rubrerythrin-1 (revRbr 1) (NADH peroxidase) (NPXase) (Npx) (EC 1.11.1.1) (Rubperoxin 1) (Rpr 1),1.11.1.1,181,181,0.1215469613259668,0.0386740331491712,0.0607734806629834,0.1270718232044199,0.0386740331491712,0.0939226519337016,0.0276243093922651,0.0220994475138121,0.1104972375690607,0.0607734806629834,0.0276243093922651,0.0220994475138121,0.0165745856353591,0.011049723756906,0.0441988950276243,0.011049723756906,0.0386740331491712,0.0828729281767955,0.005524861878453,0.0386740331491712,0.3977900552486187,0.3425414364640884,0.3701657458563536,0.1602209944751381,0.1767955801104972,20092.65720000001,0.0828729281767955,17.337016574585626,5.498967933654785,-0.492265193370166,1.0072942967884828,0.4475138121546961,0.2044198895027624,0.287292817679558
Q97D83,Reverse rubrerythrin-2 (revRbr 2) (NADH peroxidase) (NPXase) (Npx) (EC 1.11.1.1) (Rubperoxin 2) (Rpr 2),1.11.1.1,181,181,0.1215469613259668,0.0386740331491712,0.0607734806629834,0.1270718232044199,0.0386740331491712,0.0939226519337016,0.0276243093922651,0.0276243093922651,0.1104972375690607,0.0607734806629834,0.0276243093922651,0.0220994475138121,0.0165745856353591,0.011049723756906,0.0441988950276243,0.011049723756906,0.0386740331491712,0.0773480662983425,0.005524861878453,0.0386740331491712,0.3977900552486187,0.3425414364640884,0.3701657458563536,0.1602209944751381,0.1767955801104972,20106.68380000001,0.0828729281767955,16.867955801104966,5.498967933654785,-0.49060773480663,1.0072710409745294,0.4475138121546961,0.2044198895027624,0.287292817679558
Q97GC0,Flavo-diiron protein FprA2 (FDP 2) (Flavoprotein A2) (H(2)O-forming NADH oxidase) (EC 1.6.3.4) (NADH oxidase) (NADH:O(2) oxidoreductase),1.6.3.4,400,400,0.0675,0.02,0.0775,0.055,0.0675,0.055,0.015,0.11,0.095,0.0825,0.02,0.05,0.045,0.01,0.0175,0.0675,0.0475,0.045,0.0075,0.045,0.445,0.245,0.26,0.24,0.135,45043.49560000002,0.12,32.71677499999999,5.428942298889159,-0.0214999999999999,0.9989064973815616,0.32,0.295,0.405
Q97K92,Flavo-diiron protein FprA1 (FDP 1) (Flavoprotein A1) (H(2)O-forming NADH oxidase) (EC 1.6.3.4) (NADH oxidase) (NADH:O(2) oxidoreductase),1.6.3.4,392,392,0.0535714285714285,0.0153061224489795,0.0841836734693877,0.0739795918367346,0.0459183673469387,0.0612244897959183,0.0204081632653061,0.0714285714285714,0.1071428571428571,0.0688775510204081,0.0433673469387755,0.0561224489795918,0.0382653061224489,0.010204081632653,0.0178571428571428,0.0586734693877551,0.0331632653061224,0.0841836734693877,0.0127551020408163,0.0433673469387755,0.423469387755102,0.2831632653061224,0.3035714285714285,0.2168367346938775,0.135204081632653,44490.65680000007,0.1020408163265306,24.74061224489796,5.227789115905761,-0.2905612244897963,1.0044016536118363,0.3469387755102041,0.298469387755102,0.3596938775510204
Q99807,"NADPH-dependent 3-demethoxyubiquinone 3-hydroxylase, mitochondrial (EC 1.14.13.253) (3-demethoxyubiquinone 3-hydroxylase (NADH)) (Timing protein clk-1 homolog) (Ubiquinone biosynthesis monooxygenase COQ7)",1.14.13.253,217,217,0.1198156682027649,0.0138248847926267,0.0460829493087557,0.0737327188940092,0.0230414746543778,0.0737327188940092,0.032258064516129,0.0552995391705069,0.0414746543778801,0.1059907834101382,0.0368663594470046,0.0276497695852534,0.032258064516129,0.0276497695852534,0.0921658986175115,0.0506912442396313,0.0368663594470046,0.064516129032258,0.0138248847926267,0.032258064516129,0.4516129032258064,0.2534562211981567,0.2857142857142857,0.1889400921658986,0.152073732718894,24276.735800000024,0.0691244239631336,50.93317972350231,8.774292182922363,-0.1870967741935485,0.9961924793956044,0.3778801843317972,0.2304147465437788,0.3317972350230415
Q9BU89,Deoxyhypusine hydroxylase (hDOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase) (HEAT-like repeat-containing protein 1),1.14.99.29,302,302,0.1556291390728476,0.0231788079470198,0.0562913907284768,0.1026490066225165,0.0231788079470198,0.076158940397351,0.0298013245033112,0.0264900662251655,0.009933774834437,0.1225165562913907,0.0231788079470198,0.0066225165562913,0.0596026490066225,0.0629139072847682,0.076158940397351,0.0298013245033112,0.0231788079470198,0.0629139072847682,0.0066225165562913,0.0231788079470198,0.4437086092715231,0.2450331125827814,0.2748344370860927,0.1688741721854304,0.1887417218543046,32903.87670000003,0.0529801324503311,48.2794701986755,4.73806438446045,-0.1824503311258281,0.9982315537136354,0.4139072847682119,0.2284768211920529,0.2880794701986755
Q9FGC7,"Zeaxanthin epoxidase, chloroplastic (AtZEP) (EC 1.14.15.21) (Protein ABA DEFICIENT 1) (AtABA1) (Protein IMPAIRED IN BABA-INDUCED STERILITY 3) (Protein LOW EXPRESSION OF OSMOTIC STRESS-RESPONSIVE GENES 6) (Protein NON-PHOTOCHEMICAL QUENCHING 2)",1.14.15.21,667,667,0.0764617691154422,0.0149925037481259,0.0704647676161919,0.0629685157421289,0.0494752623688155,0.0944527736131934,0.0149925037481259,0.0524737631184407,0.0599700149925037,0.0764617691154422,0.0239880059970015,0.025487256371814,0.0419790104947526,0.0269865067466266,0.0704647676161919,0.0719640179910044,0.0494752623688155,0.0749625187406296,0.0134932533733133,0.0284857571214392,0.3958020989505247,0.2638680659670165,0.2788605697151424,0.217391304347826,0.1664167916041979,73841.14720000036,0.0914542728635682,42.44214392803611,6.60289478302002,-0.2952023988005999,1.0017366840353163,0.2998500749625187,0.3043478260869565,0.3448275862068966
Q9FYC2,"Pheophorbide a oxygenase, chloroplastic (AtPaO) (Pheide a oxygenase) (EC 1.14.15.17) (Accelerated cell death 1) (Lethal leaf-spot 1 homolog) (Lls1)",1.14.15.17,537,537,0.0651769087523277,0.0186219739292365,0.0614525139664804,0.0502793296089385,0.0595903165735568,0.0540037243947858,0.0242085661080074,0.0391061452513966,0.0577281191806331,0.0763500931098696,0.0148975791433892,0.0335195530726257,0.0782122905027933,0.0428305400372439,0.0540037243947858,0.0931098696461825,0.0521415270018622,0.068901303538175,0.031657355679702,0.0242085661080074,0.3798882681564245,0.2234636871508379,0.2476722532588454,0.2644320297951583,0.1750465549348231,60755.15690000018,0.1154562383612662,49.69964618249546,7.191007804870606,-0.4070763500931096,1.0010705492424243,0.2644320297951583,0.3202979515828678,0.3519553072625698
Q9K498,Bifunctional albaflavenone monooxygenase/terpene synthase (Cytochrome P450 170A1) (CYP170A1) [Includes: Epi-isozizaene 5-monooxygenase (EC 1.14.15.39); Beta-farnesene synthase (EC 4.2.3.47)],1.14.15.39; 4.2.3.47,461,461,0.123644251626898,0.0065075921908893,0.0629067245119305,0.0672451193058568,0.0216919739696312,0.0694143167028199,0.0260303687635574,0.0433839479392624,0.0281995661605206,0.106290672451193,0.0216919739696312,0.0238611713665943,0.0802603036876355,0.0260303687635574,0.0976138828633405,0.0325379609544468,0.0477223427331887,0.0759219088937093,0.0130151843817787,0.0260303687635574,0.4316702819956616,0.2559652928416486,0.281995661605206,0.1626898047722342,0.1822125813449024,50937.744400000105,0.0607375271149674,45.04859002169197,6.659335899353029,-0.265075921908894,0.9988120259165614,0.3470715835140998,0.2689804772234273,0.334056399132321
Q9MBA1,"Chlorophyllide a oxygenase, chloroplastic (Chlorophyll a oxygenase) (EC 1.14.13.122) (Chlorophyll b synthase) (AtCAO)",1.14.13.122,536,536,0.0597014925373134,0.0186567164179104,0.0559701492537313,0.0597014925373134,0.0410447761194029,0.0597014925373134,0.0317164179104477,0.0391791044776119,0.0708955223880597,0.1212686567164179,0.0205223880597014,0.0317164179104477,0.0783582089552238,0.0335820895522388,0.0485074626865671,0.0708955223880597,0.044776119402985,0.0690298507462686,0.0223880597014925,0.0223880597014925,0.3955223880597014,0.2350746268656716,0.2667910447761194,0.2220149253731343,0.1884328358208955,60329.90900000007,0.085820895522388,40.21380597014928,7.959605216979981,-0.2811567164179109,1.0006156365772114,0.332089552238806,0.2966417910447761,0.3600746268656717
Q9RBG5,"2-aminobenzenesulfonate 2,3-dioxygenase subunit alpha (EC 1.14.12.14) (2-aminobenzenesulfonate dioxygenase large subunit) (AbsAa)",1.14.12.14,394,394,0.0583756345177665,0.0101522842639593,0.0634517766497461,0.0761421319796954,0.0456852791878172,0.0634517766497461,0.0253807106598984,0.0482233502538071,0.0482233502538071,0.0837563451776649,0.015228426395939,0.0482233502538071,0.0355329949238578,0.0406091370558375,0.0862944162436548,0.0507614213197969,0.0685279187817258,0.0609137055837563,0.0228426395939086,0.0482233502538071,0.383248730964467,0.2741116751269035,0.299492385786802,0.266497461928934,0.1345177664974619,45884.050800000055,0.1167512690355329,33.92515228426395,6.579533958435059,-0.6327411167512688,1.000072077922078,0.2817258883248731,0.2614213197969542,0.3781725888324873
Q9Y2Z9,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.15.45) (2-methoxy-6-polyprenolphenol 4-hydroxylase) (EC 1.14.15.46) (Coenzyme Q10 monooxygenase 6)",1.14.15.45; 1.14.15.46,468,468,0.1175213675213675,0.0106837606837606,0.0598290598290598,0.0341880341880341,0.0299145299145299,0.0662393162393162,0.0384615384615384,0.0341880341880341,0.0363247863247863,0.1089743589743589,0.0256410256410256,0.0299145299145299,0.0405982905982906,0.0277777777777777,0.0534188034188034,0.1004273504273504,0.0534188034188034,0.0833333333333333,0.0235042735042735,0.0256410256410256,0.4487179487179487,0.1837606837606837,0.2222222222222222,0.2478632478632478,0.1559829059829059,50869.33090000016,0.079059829059829,33.47158119658119,6.809049797058106,-0.0111111111111111,0.9944642079053844,0.3226495726495726,0.297008547008547,0.358974358974359
Q9Z0U5,Aldehyde oxidase 1 (EC 1.2.3.1) (Azaheterocycle hydroxylase 1) (EC 1.17.3.-),1.17.3.-; 1.2.3.1,1333,1333,0.064516129032258,0.0307576894223555,0.0442610652663165,0.0660165041260315,0.0352588147036759,0.0862715678919729,0.0300075018754688,0.0615153788447111,0.0547636909227306,0.0900225056264066,0.0277569392348087,0.0345086271567892,0.0525131282820705,0.0390097524381095,0.0487621905476369,0.0667666916729182,0.059264816204051,0.0705176294073518,0.0097524381095273,0.0277569392348087,0.3870967741935484,0.2138034508627156,0.2438109527381845,0.2580645161290322,0.1995498874718679,146919.17880000029,0.072768192048012,43.38300075018778,6.545487403869629,-0.1710427606901727,0.9985699719464828,0.3030757689422355,0.2843210802700674,0.3540885221305326
A0A059WLZ7,"Chloroacetanilide N-alkylformylase, oxygenase component (EC 1.14.15.23) (Three-component Rieske non-heme iron oxygenase system) (RHO)",1.14.15.23,348,348,0.1149425287356321,0.014367816091954,0.0862068965517241,0.0718390804597701,0.0316091954022988,0.0862068965517241,0.0402298850574712,0.043103448275862,0.0201149425287356,0.0862068965517241,0.0201149425287356,0.0172413793103448,0.0545977011494252,0.0172413793103448,0.0833333333333333,0.0402298850574712,0.0344827586206896,0.0862068965517241,0.0344827586206896,0.0172413793103448,0.4339080459770115,0.2614942528735632,0.3017241379310345,0.1408045977011494,0.1954022988505747,38663.170800000094,0.0833333333333333,37.77270114942528,5.1242284774780265,-0.2344827586206897,0.9961966568338247,0.3132183908045977,0.2844827586206896,0.3333333333333333
A0R4R3,"3-ketosteroid-9-alpha-monooxygenase, oxygenase component (3-ketosteroid-9-alpha-hydroxylase, oxygenase component) (KSH) (Androsta-1,4-diene-3,17-dione 9-alpha-hydroxylase) (EC 1.14.15.30) (Rieske-type oxygenase) (RO)",1.14.15.30,383,383,0.0652741514360313,0.0156657963446475,0.0757180156657963,0.0783289817232376,0.0469973890339425,0.0809399477806788,0.0391644908616188,0.0469973890339425,0.0574412532637075,0.06266318537859,0.02088772845953,0.04177545691906,0.0469973890339425,0.0287206266318537,0.0443864229765013,0.0443864229765013,0.0574412532637075,0.0757180156657963,0.0365535248041775,0.0339425587467362,0.3890339425587467,0.2558746736292428,0.2950391644908616,0.2219321148825065,0.1827676240208877,43667.44320000008,0.1174934725848564,41.5825587467363,5.161116981506345,-0.499738903394256,0.999751909854851,0.2845953002610966,0.2898172323759791,0.360313315926893
A4J559,"Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)",,262,262,0.0839694656488549,0.0305343511450381,0.0419847328244274,0.0534351145038167,0.0381679389312977,0.099236641221374,0.0190839694656488,0.049618320610687,0.0534351145038167,0.0801526717557251,0.0534351145038167,0.0190839694656488,0.0610687022900763,0.0343511450381679,0.0534351145038167,0.049618320610687,0.0381679389312977,0.1106870229007633,0.0114503816793893,0.0190839694656488,0.4465648854961832,0.2022900763358778,0.2213740458015267,0.1908396946564885,0.2099236641221374,28456.17,0.0687022900763358,40.254961832061056,8.396185111999515,0.1587786259541985,0.9945505834744964,0.3244274809160305,0.2709923664122137,0.3473282442748092
A5W4E9,"Toluene 1,2-dioxygenase system ferredoxin--NAD(+) reductase component (EC 1.18.1.3)",1.18.1.3,410,410,0.1365853658536585,0.0097560975609756,0.0609756097560975,0.0536585365853658,0.0219512195121951,0.1170731707317073,0.0097560975609756,0.048780487804878,0.0097560975609756,0.1121951219512195,0.0219512195121951,0.0121951219512195,0.0390243902439024,0.0365853658536585,0.0829268292682926,0.0560975609756097,0.0609756097560975,0.0878048780487804,0.0121951219512195,0.0097560975609756,0.4512195121951219,0.2073170731707317,0.2170731707317073,0.1853658536585365,0.1756097560975609,42941.52260000011,0.0439024390243902,32.57682926829268,5.149464988708496,0.1531707317073168,0.9955412955705976,0.3341463414634146,0.2853658536585365,0.3536585365853659
A5W4F1,"Benzene 1,2-dioxygenase subunit beta (EC 1.14.12.3) (Benzene 1,2-dioxygenase P2 subunit) (Toluene 2,3-dioxygenase subunit beta) (EC 1.14.12.11)",1.14.12.11; 1.14.12.3,187,187,0.0855614973262032,0.0,0.0641711229946524,0.0962566844919786,0.0641711229946524,0.0320855614973262,0.0213903743315508,0.0695187165775401,0.0213903743315508,0.0802139037433155,0.0320855614973262,0.0481283422459893,0.0267379679144385,0.0213903743315508,0.1122994652406417,0.0748663101604278,0.0481283422459893,0.0481283422459893,0.0160427807486631,0.0374331550802139,0.4331550802139037,0.2941176470588235,0.3155080213903743,0.2299465240641711,0.0802139037433155,22012.545400000003,0.1176470588235294,49.48026737967914,5.477880668640137,-0.4598930481283425,0.9991651952916,0.3155080213903743,0.2459893048128342,0.3636363636363636
A5W4F2,"Benzene 1,2-dioxygenase subunit alpha (EC 1.14.12.3) (Benzene 1,2-dioxygenase P1 subunit) (Toluene 2,3-dioxygenase subunit alpha) (EC 1.14.12.11)",1.14.12.11; 1.14.12.3,450,450,0.0911111111111111,0.0155555555555555,0.0666666666666666,0.0755555555555555,0.0377777777777777,0.0733333333333333,0.0288888888888888,0.04,0.0377777777777777,0.0688888888888888,0.0333333333333333,0.04,0.0511111111111111,0.0266666666666666,0.0666666666666666,0.0533333333333333,0.0622222222222222,0.0622222222222222,0.0311111111111111,0.0377777777777777,0.4022222222222222,0.2466666666666666,0.2755555555555555,0.2355555555555555,0.1688888888888889,50943.69060000011,0.1066666666666666,35.305155555555544,5.273089790344237,-0.4702222222222225,0.9991708238851096,0.3066666666666667,0.2844444444444444,0.34
A7IPX7,"Alkene monooxygenase system, ferredoxin--NAD(+) reductase component (EC 1.18.1.3) (Alkene monooxygenase 35.5 kDa subunit) (Alkene monooxygenase system, electron transfer component) (Ferredoxin--NAD(+) reductase)",1.18.1.3,327,327,0.1406727828746177,0.0275229357798165,0.0581039755351682,0.0397553516819571,0.0336391437308868,0.1223241590214067,0.018348623853211,0.0458715596330275,0.018348623853211,0.1192660550458715,0.018348623853211,0.018348623853211,0.0642201834862385,0.0244648318042813,0.0856269113149847,0.0581039755351682,0.0244648318042813,0.0611620795107033,0.0030581039755351,0.018348623853211,0.4403669724770642,0.2018348623853211,0.2201834862385321,0.1712538226299694,0.2324159021406728,34204.9842,0.055045871559633,42.7577981651376,8.086543464660647,0.1177370030581038,0.9955888364779876,0.3363914373088685,0.3211009174311927,0.3058103975535168
C4NYZ3,Aldehyde oxidase 2 (EC 1.2.3.1) (Aldehyde oxidase homolog 3) (Azaheterocycle hydroxylase 2) (EC 1.17.3.-),1.17.3.-; 1.2.3.1,1349,1349,0.0756115641215715,0.0296515937731653,0.0429948109710896,0.0748702742772424,0.039288361749444,0.0741289844329132,0.0259451445515196,0.0637509266123054,0.0593031875463306,0.089696071163825,0.0237212750185322,0.0318754633061527,0.050407709414381,0.0385470719051149,0.0518902891030392,0.0644922164566345,0.0644922164566345,0.0696812453669384,0.0074128984432913,0.0222386953298739,0.391401037805782,0.229058561897702,0.2550037064492216,0.251297257227576,0.1801334321719792,148843.49260000023,0.0689399555226093,43.16495922905882,6.489614677429199,-0.1637509266123054,0.9996966506751956,0.3232023721275018,0.2638991845811712,0.3565604151223128
D0C9N6,Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit),1.14.13.239,371,371,0.0673854447439353,0.0269541778975741,0.0566037735849056,0.0727762803234501,0.0619946091644204,0.0539083557951482,0.0404312668463611,0.045822102425876,0.0539083557951482,0.0619946091644204,0.0188679245283018,0.0485175202156334,0.0485175202156334,0.0431266846361186,0.0404312668463611,0.0619946091644204,0.0539083557951482,0.0754716981132075,0.0242587601078167,0.0431266846361186,0.398921832884097,0.2237196765498652,0.2641509433962264,0.2776280323450135,0.1698113207547169,42602.49740000005,0.1293800539083557,32.57525606469002,5.592979621887206,-0.4026954177897574,0.997559523809524,0.2749326145552561,0.2695417789757412,0.3665768194070081
D0C9N8,Carnitine monooxygenase reductase subunit (EC 1.14.13.239) (Carnitine monooxygenase beta subunit),1.14.13.239,318,318,0.0691823899371069,0.0377358490566037,0.050314465408805,0.0911949685534591,0.0377358490566037,0.0660377358490566,0.0377358490566037,0.0597484276729559,0.0534591194968553,0.0817610062893081,0.0314465408805031,0.0345911949685534,0.0377358490566037,0.0566037735849056,0.0345911949685534,0.0691823899371069,0.0471698113207547,0.0660377358490566,0.0031446540880503,0.0345911949685534,0.3836477987421384,0.2295597484276729,0.2672955974842767,0.279874213836478,0.1792452830188679,35537.96840000003,0.0754716981132075,46.7235849056604,5.1147363662719725,-0.2811320754716984,1.0006344968408076,0.3270440251572327,0.2578616352201258,0.330188679245283
D5IGG6,"Ferredoxin--NAD(P)(+) reductase fdr (EC 1.18.1.2) (EC 1.18.1.3) (Carbazole 1,9a-dioxygenase, ferredoxin reductase component) (CARDO)",1.18.1.2; 1.18.1.3,414,414,0.1207729468599033,0.0169082125603864,0.0676328502415458,0.038647342995169,0.0289855072463768,0.1038647342995169,0.0265700483091787,0.0603864734299516,0.0289855072463768,0.0821256038647343,0.0144927536231884,0.0265700483091787,0.0531400966183574,0.0289855072463768,0.0676328502415458,0.0410628019323671,0.0531400966183574,0.0990338164251207,0.0096618357487922,0.0314009661835748,0.4468599033816425,0.2028985507246377,0.2294685990338164,0.1980676328502415,0.2004830917874396,44249.02270000008,0.0700483091787439,30.925362318840573,6.26458911895752,0.0531400966183574,0.9936601410934744,0.2850241545893719,0.2922705314009661,0.3647342995169081
F0KFI5,Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit),1.14.13.239,371,371,0.0673854447439353,0.0269541778975741,0.0566037735849056,0.0754716981132075,0.0619946091644204,0.0512129380053908,0.0431266846361186,0.045822102425876,0.0566037735849056,0.0619946091644204,0.0161725067385444,0.0485175202156334,0.0485175202156334,0.0404312668463611,0.0404312668463611,0.0619946091644204,0.0539083557951482,0.0781671159029649,0.0242587601078167,0.0404312668463611,0.3962264150943396,0.22911051212938,0.2722371967654987,0.2722371967654987,0.1698113207547169,42616.50430000006,0.1266846361185983,31.56959568733155,5.652831077575684,-0.4110512129380054,0.9976831425940544,0.2776280323450135,0.2668463611859838,0.3665768194070081
F0KFI7,Carnitine monooxygenase reductase subunit (EC 1.14.13.239) (Carnitine monooxygenase beta subunit),1.14.13.239,304,304,0.0657894736842105,0.0427631578947368,0.0592105263157894,0.0855263157894736,0.0394736842105263,0.0657894736842105,0.0361842105263157,0.0657894736842105,0.0657894736842105,0.0822368421052631,0.0263157894736842,0.0328947368421052,0.0361842105263157,0.0592105263157894,0.0328947368421052,0.069078947368421,0.0427631578947368,0.0592105263157894,0.0032894736842105,0.0296052631578947,0.3717105263157895,0.2434210526315789,0.2796052631578947,0.2763157894736842,0.1809210526315789,33989.294600000045,0.0723684210526315,45.70098684210527,5.242055702209471,-0.317105263157895,1.0016866828087163,0.3256578947368421,0.2631578947368421,0.3223684210526316
F1RAX8,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.15.45) (2-methoxy-6-polyprenolphenol 4-hydroxylase) (EC 1.14.15.46) (Coenzyme Q10 monooxygenase 6)",1.14.15.45; 1.14.15.46,484,484,0.0929752066115702,0.0082644628099173,0.0454545454545454,0.0537190082644628,0.024793388429752,0.0661157024793388,0.0371900826446281,0.0454545454545454,0.0454545454545454,0.1053719008264462,0.0413223140495867,0.0413223140495867,0.0475206611570247,0.0413223140495867,0.0413223140495867,0.0909090909090909,0.0557851239669421,0.0764462809917355,0.0165289256198347,0.0227272727272727,0.4256198347107438,0.1859504132231405,0.2231404958677686,0.2603305785123967,0.1590909090909091,52998.06670000016,0.0640495867768595,34.60681818181817,6.312674903869629,-0.1152892561983471,0.9982343859649124,0.3388429752066115,0.2913223140495867,0.3471074380165289
G2IN04,"5,5'-dehydrodivanillate O-demethylase oxygenase subunit (DDVA O-demethylase oxygenase subunit) (EC 1.14.13.-)",1.14.13.-,424,424,0.0660377358490566,0.0141509433962264,0.070754716981132,0.070754716981132,0.0377358490566037,0.0896226415094339,0.0306603773584905,0.0566037735849056,0.0448113207547169,0.0660377358490566,0.0495283018867924,0.0330188679245283,0.0683962264150943,0.0400943396226415,0.0731132075471698,0.035377358490566,0.0424528301886792,0.0424528301886792,0.0330188679245283,0.035377358490566,0.3867924528301887,0.2594339622641509,0.2900943396226415,0.2004716981132075,0.2028301886792453,48731.87650000011,0.1061320754716981,40.79150943396226,5.762871360778808,-0.5941037735849053,1.000769764773379,0.2971698113207547,0.2971698113207547,0.3136792452830188
G8FRC5,Tert-butanol monooxygenase / tert-amyl alcohol desaturase oxygenase subunit (EC 1.14.13.229) (EC 1.14.19.48) (Rieske nonheme mononuclear iron oxygenase MdpJ),1.14.13.229; 1.14.19.48,470,470,0.0851063829787234,0.0191489361702127,0.0723404255319148,0.0638297872340425,0.0319148936170212,0.0851063829787234,0.0382978723404255,0.0468085106382978,0.0234042553191489,0.0744680851063829,0.025531914893617,0.0319148936170212,0.0702127659574468,0.0404255319148936,0.0957446808510638,0.0404255319148936,0.0361702127659574,0.0723404255319148,0.0170212765957446,0.0297872340425531,0.3829787234042553,0.2553191489361702,0.2936170212765957,0.1978723404255319,0.2127659574468085,52865.15080000013,0.0787234042553191,49.58489361702132,6.14818286895752,-0.4961702127659574,0.9986058774919948,0.2723404255319148,0.3,0.3085106382978723
H9TB18,Aldehyde oxidase 4 (EC 1.2.3.1) (Aldehyde oxidase homolog 2) (Azaheterocycle hydroxylase 4) (EC 1.17.3.-) (Retinal oxidase),1.17.3.-; 1.2.3.1,1341,1341,0.0857568978374347,0.0260999254287844,0.0402684563758389,0.0723340790454884,0.0402684563758389,0.0797912005965697,0.029082774049217,0.0484712900820283,0.0432513049962714,0.0827740492170022,0.0246085011185682,0.0231170768083519,0.0618941088739746,0.0462341536167039,0.0611483967188665,0.0574198359433258,0.0626398210290827,0.0805369127516778,0.0082028337061894,0.0260999254287844,0.3967188665175242,0.2170022371364653,0.2460850111856823,0.2416107382550335,0.1968680089485458,147632.43749999997,0.0745712155108128,44.13069351230456,6.435447120666503,-0.1857568978374345,0.9983051891176892,0.3087248322147651,0.2624906785980612,0.348993288590604
H9TB19,Aldehyde oxidase 2 (EC 1.2.3.1) (Aldehyde oxidase homolog 3) (Azaheterocycle hydroxylase 2) (EC 1.17.3.-),1.17.3.-; 1.2.3.1,1335,1335,0.0891385767790262,0.0284644194756554,0.0434456928838951,0.0636704119850187,0.0337078651685393,0.0868913857677902,0.0277153558052434,0.0404494382022471,0.0344569288389513,0.1033707865168539,0.0194756554307116,0.0194756554307116,0.0636704119850187,0.046441947565543,0.0644194756554307,0.0614232209737827,0.0644194756554307,0.0816479400749063,0.0082397003745318,0.0194756554307116,0.3955056179775281,0.2059925093632958,0.2337078651685393,0.2397003745318352,0.2067415730337078,144922.48700000014,0.0614232209737827,44.18788014981306,6.403958320617675,-0.1014232209737832,0.997328718666954,0.3101123595505617,0.2749063670411985,0.351310861423221
O22553,"Choline monooxygenase, chloroplastic (EC 1.14.15.7)",1.14.15.7,446,446,0.0717488789237668,0.0246636771300448,0.0515695067264574,0.0627802690582959,0.0403587443946188,0.0538116591928251,0.0336322869955156,0.0448430493273542,0.0672645739910313,0.0807174887892376,0.0224215246636771,0.0627802690582959,0.0582959641255605,0.0246636771300448,0.0291479820627802,0.0784753363228699,0.0650224215246636,0.0582959641255605,0.0179372197309417,0.0515695067264574,0.3878923766816143,0.210762331838565,0.2443946188340807,0.3071748878923767,0.1704035874439461,50218.17660000004,0.1098654708520179,42.91396860986547,6.022170829772949,-0.4139013452914802,1.0010307562384222,0.3049327354260089,0.3049327354260089,0.3587443946188341
O23888,Indole-3-acetaldehyde oxidase (IAA oxidase) (EC 1.2.3.7) (Aldehyde oxidase-2) (ZmAO-2),1.2.3.7,1349,1349,0.0971089696071163,0.0222386953298739,0.0518902891030392,0.0548554484803558,0.0415122312824314,0.0756115641215715,0.0177909562638991,0.0585618977020014,0.0607857672349888,0.0763528539659006,0.0200148257968865,0.0363232023721275,0.050407709414381,0.0318754633061527,0.0370644922164566,0.0941438102297998,0.0578206078576723,0.0808005930318754,0.0066716085989621,0.028169014084507,0.4091919940696812,0.2045959970348406,0.2223869532987398,0.2705707931801334,0.1660489251297257,145173.8462000002,0.0763528539659006,36.19378057820633,6.122832679748535,-0.0647146034099335,1.0004738805970148,0.3091178650852483,0.3083765752409191,0.3498888065233506
O52379,"Salicylate 5-hydroxylase, large oxygenase component (S5H large oxygenase component) (EC 1.14.13.172) (Salicylate 5-hydroxylase, oxygenase component NagG) (Salicylate 5-monooxygenase, hydroxylase large subunit)",1.14.13.172,423,423,0.0401891252955082,0.0094562647754137,0.0614657210401891,0.0756501182033096,0.0638297872340425,0.0992907801418439,0.0378250591016548,0.0449172576832151,0.0567375886524822,0.0567375886524822,0.0307328605200945,0.0401891252955082,0.0591016548463357,0.0401891252955082,0.0709219858156028,0.0401891252955082,0.0425531914893617,0.0732860520094562,0.0307328605200945,0.0260047281323877,0.3664302600472813,0.2647754137115839,0.3026004728132387,0.1985815602836879,0.2056737588652482,48794.638400000105,0.1205673758865248,38.37851063829788,6.479952049255371,-0.6217494089834514,1.0012637163561078,0.260047281323877,0.3002364066193853,0.3380614657210402
